a	mrca_label_tsox	mrca_label_tsox_rdsr	mrca_label_tsox_soxCD
575	3823.93_3823.93	3123.65_3123.65	2371.69_2371.69
576	4047.28_4047.28	3259.78_3259.78	2401.99_2401.99
577	3902.81_3902.81	3032.96_3032.96	2331.77_2331.77
578	3786.12_3786.12	2967.94_2967.94	2269.4_2269.4
579	3913.07_3913.07	3167.81_3167.81	2369.29_2369.29
580	3876.4_3876.4	3046.31_3046.31	2458.2_2458.2
581	3848.55_3848.55	3116.27_3116.27	2380.33_2380.33
582	3875.31_3875.31	3036.91_3036.91	2228.79_2228.79
583	3868.98_3868.98	2969.11_2969.11	2402.19_2402.19
584	3870.34_3870.34	2877.76_2877.76	2334.64_2334.64
585	3896.12_3896.12	3172.46_3172.46	2627.99_2627.99
586	3791.38_3791.38	3006.32_3006.32	2328.45_2328.45
587	3864.52_3864.52	3007.23_3007.23	2339.13_2339.13
588	3869.23_3869.23	2976.67_2976.67	2502.65_2502.65
589	3895.04_3895.04	3110.18_3110.18	2451.58_2451.58
590	3845.93_3845.93	3017.54_3017.54	2274.66_2274.66
591	3882.81_3882.81	3007.67_3007.67	2236.09_2236.09
592	3925.46_3925.46	3253.43_3253.43	2573.54_2573.54
593	3943.68_3943.68	2962.63_2962.63	2390.6_2390.6
594	3841.66_3841.66	2988.59_2988.59	2201.01_2201.01
595	3855.96_3855.96	3062.46_3062.46	2332.66_2332.66
596	3880.13_3880.13	3010.94_3010.94	2393.93_2393.93
597	3946.34_3946.34	2961.18_2961.18	2481.93_2481.93
598	4001.33_4001.33	3062.5_3062.5	2308.58_2308.58
599	3896.5_3896.5	3133.22_3133.22	2388.62_2388.62
600	3900.94_3900.94	3064.82_3064.82	2217.24_2217.24
601	3966.78_3966.78	3120.74_3120.74	2569.12_2569.12
602	3816.27_3816.27	2984.49_2984.49	2344.71_2344.71
603	3918.46_3918.46	3140.28_3140.28	2448.31_2448.31
604	3992.12_3992.12	3047.93_3047.93	2372.15_2372.15
605	3967.64_3967.64	3155.31_3155.31	2654.11_2654.11
606	4000.17_4000.17	3338.12_3338.12	2751.75_2751.75
607	4004.83_4004.83	3109.19_3109.19	2569.81_2569.81
608	4034.16_4034.16	3020.6_3020.6	2501.52_2501.52
609	4035.09_4035.09	3167.59_3167.59	2458.19_2458.19
610	3934.41_3934.41	3164.34_3164.34	2418.82_2418.82
611	4005.56_4005.56	3008.81_3008.81	2301.28_2301.28
612	3906.09_3906.09	3031.11_3031.11	2397.09_2397.09
613	3839.46_3839.46	2965.45_2965.45	2374.9_2374.9
614	4028.45_4028.45	3230.54_3230.54	2568.38_2568.38
615	3998.05_3998.05	3071.79_3071.79	2257.64_2257.64
616	3831.5_3831.5	2982.53_2982.53	2464.91_2464.91
617	3946.53_3946.53	3126.96_3126.96	2418.49_2418.49
618	3884.12_3884.12	3072.56_3072.56	2360.52_2360.52
619	3971.72_3971.72	3067.52_3067.52	2505.47_2505.47
620	3904.69_3904.69	3160.81_3160.81	2445.86_2445.86
621	3904.39_3904.39	3108.25_3108.25	2471.21_2471.21
622	3879.5_3879.5	3032.75_3032.75	2423.16_2423.16
623	3827.31_3827.31	3039.92_3039.92	2458.27_2458.27
624	3923.97_3923.97	3128.25_3128.25	2562.34_2562.34
625	4048.98_4048.98	3153.26_3153.26	2499.39_2499.39
626	3988.68_3988.68	3159.14_3159.14	2430.47_2430.47
627	3895.02_3895.02	2988.16_2988.16	2320.88_2320.88
628	3835.22_3835.22	3085.04_3085.04	2462.87_2462.87
629	3953.32_3953.32	3219.68_3219.68	2390.86_2390.86
630	4019.48_4019.48	3129.09_3129.09	2413.5_2413.5
631	3730.14_3730.14	2939.7_2939.7	2277.72_2277.72
632	4004.36_4004.36	3065.78_3065.78	2493.95_2493.95
633	3922.75_3922.75	3017.64_3017.64	2215.91_2215.91
634	3929.79_3929.79	3136.47_3136.47	2570.2_2570.2
635	3804_3804	3078.43_3078.43	2368.2_2368.2
636	3909.31_3909.31	3149.19_3149.19	2385.23_2385.23
637	3865.67_3865.67	3162.03_3162.03	2505.44_2505.44
638	3865.16_3865.16	2928.56_2928.56	2292.07_2292.07
639	3956.38_3956.38	2990.28_2990.28	2336.59_2336.59
640	3883.99_3883.99	3074.47_3074.47	2476.7_2476.7
641	3903.07_3903.07	2925.09_2925.09	2434.99_2434.99
642	3741.17_3741.17	3061.08_3061.08	2268.49_2268.49
643	3893.25_3893.25	3133.56_3133.56	2503.71_2503.71
644	3872.14_3872.14	3062.91_3062.91	2301.2_2301.2
645	3933.34_3933.34	3057.54_3057.54	2469.66_2469.66
646	3870.83_3870.83	2912.61_2912.61	2291.05_2291.05
647	3853.03_3853.03	3026.94_3026.94	2365.46_2365.46
648	3813.17_3813.17	2977.57_2977.57	2296.75_2296.75
649	3814.64_3814.64	2985.4_2985.4	2197.22_2197.22
650	3969.5_3969.5	3134.68_3134.68	2466.24_2466.24
651	3917.31_3917.31	2994.49_2994.49	2087.88_2087.88
652	3951.29_3951.29	2896.55_2896.55	2068.47_2068.47
653	4012.63_4012.63	3097.21_3097.21	2502.46_2502.46
654	3875.04_3875.04	3018.53_3018.53	2433.82_2433.82
655	4041.17_4041.17	2971.21_2971.21	2450.59_2450.59
656	3915.15_3915.15	3166.21_3166.21	2475.36_2475.36
657	3839.08_3839.08	2959.01_2959.01	2307.98_2307.98
658	3967.03_3967.03	3058.99_3058.99	2440.61_2440.61
659	3871.81_3871.81	2895.83_2895.83	2119.82_2119.82
660	3914.49_3914.49	3078.58_3078.58	2445.29_2445.29
661	3861.54_3861.54	3145.96_3145.96	2211.41_2211.41
662	3906.36_3906.36	3049.49_3049.49	2347.94_2347.94
663	3965.93_3965.93	3050.68_3050.68	2322.86_2322.86
664	3805.52_3805.52	2926.61_2926.61	2255.85_2255.85
665	3846.6_3846.6	3165.92_3165.92	2328.81_2328.81
666	3860.47_3860.47	3053.55_3053.55	2372.35_2372.35
667	3854.12_3854.12	2962.05_2962.05	2463.47_2463.47
668	3865.04_3865.04	3146.23_3146.23	2480.86_2480.86
669	3896.91_3896.91	2925.78_2925.78	2296.73_2296.73
670	3876.9_3876.9	3039.53_3039.53	2335.64_2335.64
671	3763.32_3763.32	3080.57_3080.57	2349.69_2349.69
672	3874.15_3874.15	3086.64_3086.64	2385.74_2385.74
673	3810.97_3810.97	3039.81_3039.81	2412.57_2412.57
674	3852.71_3852.71	3034.45_3034.45	2276.05_2276.05
675	3882.11_3882.11	3140.95_3140.95	2365.84_2365.84
676	3995.21_3995.21	3245.79_3245.79	2620.46_2620.46
677	3771.17_3771.17	3143.32_3143.32	2342.43_2342.43
678	4048.56_4048.56	3019.22_3019.22	2447.59_2447.59
679	3997.63_3997.63	3293.19_3293.19	2489.25_2489.25
680	4067.76_4067.76	3258.12_3258.12	2616.07_2616.07
681	3863.3_3863.3	3028.91_3028.91	2281.5_2281.5
682	3959.13_3959.13	2976.83_2976.83	2427.67_2427.67
