a	mrca_label_tsox	mrca_label_tsox_rdsr	mrca_label_tsox_soxCD
783	3938.21_3938.21	3180.95_3180.95	2412.58_2412.58
784	3975.54_3975.54	3211.02_3211.02	2564.4_2564.4
785	3998.53_3998.53	3154.15_3154.15	2453.62_2453.62
786	3883.85_3883.85	3121.03_3121.03	2478.36_2478.36
787	3920.8_3920.8	3015.1_3015.1	2461.59_2461.59
788	4003.84_4003.84	2948.91_2948.91	2336.32_2336.32
789	3917.45_3917.45	3178.02_3178.02	2465.24_2465.24
790	3921.73_3921.73	2909.62_2909.62	2260.8_2260.8
791	3934.21_3934.21	3286.45_3286.45	2513.73_2513.73
792	3994.8_3994.8	3194.16_3194.16	2314.97_2314.97
793	3970.69_3970.69	3036.38_3036.38	2419.28_2419.28
794	4021.95_4021.95	2987.17_2987.17	2253.54_2253.54
795	3894.78_3894.78	3165.41_3165.41	2354.98_2354.98
796	4043.63_4043.63	3155.05_3155.05	2578.84_2578.84
797	3894.69_3894.69	3115.41_3115.41	2389.22_2389.22
798	3915.2_3915.2	3154.06_3154.06	2575.18_2575.18
799	3935.05_3935.05	2924.44_2924.44	2299.08_2299.08
800	4044.28_4044.28	3233.1_3233.1	2422.24_2422.24
801	3774.63_3774.63	2947_2947	2298.82_2298.82
802	3865.15_3865.15	3116.88_3116.88	2394.97_2394.97
803	3924.69_3924.69	2958.7_2958.7	2134.11_2134.11
804	3945.27_3945.27	3246.61_3246.61	2599.41_2599.41
805	3864.31_3864.31	3081.46_3081.46	2543.63_2543.63
806	3938.33_3938.33	3280.2_3280.2	2615.56_2615.56
807	3973.68_3973.68	3081.34_3081.34	2517.37_2517.37
808	3795.61_3795.61	2999.98_2999.98	2333.95_2333.95
809	3911.17_3911.17	3112.65_3112.65	2455.34_2455.34
810	3985.63_3985.63	3022.83_3022.83	2581.05_2581.05
811	3934.61_3934.61	3023.4_3023.4	2388.74_2388.74
812	3769.27_3769.27	3134.26_3134.26	2572.8_2572.8
813	3999.32_3999.32	3013.85_3013.85	2317.71_2317.71
814	3879.22_3879.22	3081.44_3081.44	2390.44_2390.44
815	3994.26_3994.26	3246.84_3246.84	2661.22_2661.22
816	4008.03_4008.03	3132.28_3132.28	2493.2_2493.2
817	3803.53_3803.53	3108.29_3108.29	2432.62_2432.62
818	3977.66_3977.66	2870.26_2870.26	2228.81_2228.81
819	3749.14_3749.14	3069.62_3069.62	2346.46_2346.46
820	3928.24_3928.24	3015.66_3015.66	2239.02_2239.02
821	3808.48_3808.48	3010.17_3010.17	2302.27_2302.27
822	3883.63_3883.63	3128.44_3128.44	2298.87_2298.87
823	3948.03_3948.03	3137.46_3137.46	2428.34_2428.34
824	3810.7_3810.7	3041.39_3041.39	2474.05_2474.05
825	3922.64_3922.64	3173.15_3173.15	2393_2393
826	3865.88_3865.88	3035.71_3035.71	2257.72_2257.72
827	3948.15_3948.15	3102.2_3102.2	2538.35_2538.35
828	3942.19_3942.19	3130.48_3130.48	2522.04_2522.04
829	3874.4_3874.4	3074.72_3074.72	2140.66_2140.66
830	3932.5_3932.5	3224.88_3224.88	2444.97_2444.97
831	4014.27_4014.27	3186.91_3186.91	2442.93_2442.93
832	3890.16_3890.16	3162.69_3162.69	2529.51_2529.51
833	3986.86_3986.86	3263.67_3263.67	2296.8_2296.8
834	3848.42_3848.42	2949.93_2949.93	2280.37_2280.37
835	4076.91_4076.91	3044.29_3044.29	2420.9_2420.9
836	3939.36_3939.36	3043.89_3043.89	2532.8_2532.8
837	3943.61_3943.61	3078.32_3078.32	2373.23_2373.23
838	3730.36_3730.36	3002_3002	2326.48_2326.48
839	3927.66_3927.66	3198.43_3198.43	2579.4_2579.4
840	3889.9_3889.9	3050.3_3050.3	2401.79_2401.79
841	3981.27_3981.27	3138.17_3138.17	2620.93_2620.93
842	3889.14_3889.14	3134.2_3134.2	2489.03_2489.03
843	4071.67_4071.67	3167.41_3167.41	2498.74_2498.74
844	3923.96_3923.96	3226.49_3226.49	2654.15_2654.15
845	3940.27_3940.27	2948.65_2948.65	2395.2_2395.2
846	3909.52_3909.52	2987.19_2987.19	2136.25_2136.25
847	4001.31_4001.31	3079.85_3079.85	2326.22_2326.22
848	4000.07_4000.07	3236.51_3236.51	2553.1_2553.1
849	3891.7_3891.7	2947.96_2947.96	2418.13_2418.13
850	3943.1_3943.1	3133.19_3133.19	2301.83_2301.83
851	3903.16_3903.16	3094.42_3094.42	2558.5_2558.5
852	3834.22_3834.22	2977.6_2977.6	2324.64_2324.64
853	4010.54_4010.54	3172.86_3172.86	2670.01_2670.01
854	3928.29_3928.29	3339.37_3339.37	2604.95_2604.95
855	3918.25_3918.25	3069.94_3069.94	2512.77_2512.77
856	4027.71_4027.71	3199.28_3199.28	2538.02_2538.02
857	3921.75_3921.75	3105.63_3105.63	2587.06_2587.06
858	3791.74_3791.74	2977.03_2977.03	2366.62_2366.62
859	3937.47_3937.47	3271.1_3271.1	2696.08_2696.08
860	3926.26_3926.26	3046.25_3046.25	2417.48_2417.48
861	3942.83_3942.83	3140.97_3140.97	2389.99_2389.99
862	3840.01_3840.01	3158.95_3158.95	2558.09_2558.09
863	3945.08_3945.08	3097.47_3097.47	2451.58_2451.58
864	3873.64_3873.64	2998.16_2998.16	2468.12_2468.12
865	3946.52_3946.52	2901.53_2901.53	2221.94_2221.94
866	3922.61_3922.61	3035.41_3035.41	2424.38_2424.38
867	3934.08_3934.08	3118.66_3118.66	2423.57_2423.57
868	3985.99_3985.99	3117.63_3117.63	2539.45_2539.45
869	3921.36_3921.36	3068.42_3068.42	2520.02_2520.02
870	4009.58_4009.58	3098.85_3098.85	2362.2_2362.2
871	3920.42_3920.42	3133.84_3133.84	2463.18_2463.18
872	3776.34_3776.34	3038.53_3038.53	2336.66_2336.66
873	3888_3888	3068.33_3068.33	2250.41_2250.41
874	3826.53_3826.53	3000.28_3000.28	2250.54_2250.54
875	3927.47_3927.47	3042.74_3042.74	2137.81_2137.81
876	3887.45_3887.45	3102.34_3102.34	2397.54_2397.54
877	3881.08_3881.08	3108.83_3108.83	2506.52_2506.52
878	3915.01_3915.01	3029.04_3029.04	2411.16_2411.16
879	3891.13_3891.13	3232.54_3232.54	2590.78_2590.78
880	3946.35_3946.35	3048.19_3048.19	2074.88_2074.88
881	3837.53_3837.53	3095.38_3095.38	2195.34_2195.34
882	3915.44_3915.44	2990.75_2990.75	2413.8_2413.8
883	3888.91_3888.91	3049.71_3049.71	2317.54_2317.54
884	3817.16_3817.16	3081.98_3081.98	2409.64_2409.64
885	4079.8_4079.8	3138.63_3138.63	2254.06_2254.06
886	3850.57_3850.57	3089.01_3089.01	2335.69_2335.69
887	3963.51_3963.51	3110.42_3110.42	2379.2_2379.2
888	3984.58_3984.58	3062.61_3062.61	2452.08_2452.08
889	3943.48_3943.48	2957.46_2957.46	2430.79_2430.79
890	3802.7_3802.7	2976.8_2976.8	2306.57_2306.57
891	3899.05_3899.05	3071.24_3071.24	2417.08_2417.08
892	3836.25_3836.25	2983.8_2983.8	2276.95_2276.95
893	3929.75_3929.75	3004.05_3004.05	2316.66_2316.66
894	3833.45_3833.45	3034.19_3034.19	2449.05_2449.05
895	3902.23_3902.23	2993.89_2993.89	2457.02_2457.02
896	3815.07_3815.07	2913.96_2913.96	2301.01_2301.01
897	3960.82_3960.82	3004.41_3004.41	2325.82_2325.82
898	4029.38_4029.38	3158.8_3158.8	2297.14_2297.14
899	3857.43_3857.43	3025.23_3025.23	2395.39_2395.39
900	3960.75_3960.75	3139.61_3139.61	2419.47_2419.47
901	3925.42_3925.42	3027.87_3027.87	2441.82_2441.82
902	3957.07_3957.07	3032.47_3032.47	2136.8_2136.8
903	4016.11_4016.11	3216.61_3216.61	2492.77_2492.77
904	3806.58_3806.58	2866.87_2866.87	2411.68_2411.68
905	3899.57_3899.57	3062.93_3062.93	2468.68_2468.68
906	3837.69_3837.69	3019.9_3019.9	2178.88_2178.88
907	3862.07_3862.07	3113.12_3113.12	2306.31_2306.31
908	3934.8_3934.8	3069.51_3069.51	2158.08_2158.08
909	3874.74_3874.74	2949.06_2949.06	2402.95_2402.95
910	3971.82_3971.82	3056.24_3056.24	2243.72_2243.72
911	3890.59_3890.59	3001.87_3001.87	2339.03_2339.03
912	3972.38_3972.38	3063.33_3063.33	2403.25_2403.25
913	3930.8_3930.8	3089.1_3089.1	2458.02_2458.02
914	3853.19_3853.19	3180.07_3180.07	2676.6_2676.6
915	3886.57_3886.57	3026.18_3026.18	2444.03_2444.03
916	3934.67_3934.67	3023.08_3023.08	2345.19_2345.19
917	3912.54_3912.54	3068.61_3068.61	2407.21_2407.21
918	3930.85_3930.85	3217.29_3217.29	2377.13_2377.13
919	3865.26_3865.26	3019.21_3019.21	2293.59_2293.59
920	3880.13_3880.13	3175.72_3175.72	2544.27_2544.27
921	3972.97_3972.97	3118.3_3118.3	2627.88_2627.88
922	3956.41_3956.41	3250.53_3250.53	2490.82_2490.82
923	3943.04_3943.04	3244.27_3244.27	2631.18_2631.18
924	3842.17_3842.17	3073.56_3073.56	2406.37_2406.37
925	3914.05_3914.05	3034.7_3034.7	2288.8_2288.8
926	3824.03_3824.03	3036.96_3036.96	2396.91_2396.91
927	3828.9_3828.9	3083.34_3083.34	2579.23_2579.23
928	3909.28_3909.28	2981.51_2981.51	2358.71_2358.71
929	4004.05_4004.05	3131.83_3131.83	2550.35_2550.35
930	3902.38_3902.38	3023.38_3023.38	2401.92_2401.92
931	3819.35_3819.35	3121.87_3121.87	2295.92_2295.92
932	3839.33_3839.33	3016.06_3016.06	2349.47_2349.47
933	3847.95_3847.95	2824.7_2824.7	2271.59_2271.59
934	3944.74_3944.74	3064.24_3064.24	2412.12_2412.12
935	3875.48_3875.48	3043.47_3043.47	2430_2430
936	3858.92_3858.92	3023.53_3023.53	2294.45_2294.45
937	3917.28_3917.28	3073.12_3073.12	2417.55_2417.55
938	3889.79_3889.79	3052.7_3052.7	2417.44_2417.44
939	3841.77_3841.77	3119.6_3119.6	2475.29_2475.29
940	3982.15_3982.15	3090.98_3090.98	2237.87_2237.87
941	3975.11_3975.11	3113.34_3113.34	2366.82_2366.82
942	3844.44_3844.44	3169.57_3169.57	2451.55_2451.55
943	3910.6_3910.6	3153.53_3153.53	2313.24_2313.24
944	3965.99_3965.99	3155.47_3155.47	2642.97_2642.97
945	3928.29_3928.29	3077.84_3077.84	2382.17_2382.17
946	3908.49_3908.49	3116.12_3116.12	2497.05_2497.05
947	3952.98_3952.98	3120.32_3120.32	2258.52_2258.52
948	3873.82_3873.82	3005.6_3005.6	2379.38_2379.38
949	3963.63_3963.63	3002.9_3002.9	2423.26_2423.26
950	3847.7_3847.7	3044.66_3044.66	2480.28_2480.28
951	3834.14_3834.14	2986.98_2986.98	2407.68_2407.68
952	3886.28_3886.28	3091.21_3091.21	2505.74_2505.74
953	3942.55_3942.55	3143.03_3143.03	2429.7_2429.7
954	4016.02_4016.02	3022.66_3022.66	2378.9_2378.9
955	3886.17_3886.17	3088.63_3088.63	2368.78_2368.78
956	3879.07_3879.07	3102.91_3102.91	2445.75_2445.75
957	3790.67_3790.67	3092.71_3092.71	2508.71_2508.71
958	3694.12_3694.12	3031.03_3031.03	2439.01_2439.01
959	3955.11_3955.11	3049.2_3049.2	2449.25_2449.25
960	3926.81_3926.81	3068.26_3068.26	2428.99_2428.99
961	3934.38_3934.38	3108.91_3108.91	2294.72_2294.72
962	3855.46_3855.46	3015.71_3015.71	2100.91_2100.91
963	3847.82_3847.82	2912.5_2912.5	2222.11_2222.11
964	3977.98_3977.98	3180.36_3180.36	2589.59_2589.59
965	3958.01_3958.01	3089.73_3089.73	2495.9_2495.9
966	4033.32_4033.32	3189.92_3189.92	2430.25_2430.25
967	3936.47_3936.47	3034.32_3034.32	2321.68_2321.68
968	3947.39_3947.39	3092.04_3092.04	2517.89_2517.89
969	3939.61_3939.61	3115.44_3115.44	2345.65_2345.65
970	4015.61_4015.61	3165.47_3165.47	2467.74_2467.74
971	3968.87_3968.87	3091.6_3091.6	2376_2376
972	3949.61_3949.61	2949.92_2949.92	2478.19_2478.19
973	4024.24_4024.24	3091.52_3091.52	2434.43_2434.43
974	3971.58_3971.58	3159.05_3159.05	2246.84_2246.84
975	3877.27_3877.27	3120.89_3120.89	2455.12_2455.12
976	3904.96_3904.96	3130.85_3130.85	2569.54_2569.54
977	3927.19_3927.19	3164.26_3164.26	2576.21_2576.21
978	3971.27_3971.27	3068.33_3068.33	2472.15_2472.15
979	3968.74_3968.74	3224.96_3224.96	2496.25_2496.25
980	3980.39_3980.39	3180.33_3180.33	2617.4_2617.4
981	3910.68_3910.68	3136.76_3136.76	2464.28_2464.28
982	3854.44_3854.44	2854.04_2854.04	2358.23_2358.23
983	3967.65_3967.65	3106.16_3106.16	2523.24_2523.24
984	3908.61_3908.61	3068.99_3068.99	2393.78_2393.78
985	3892.04_3892.04	3097.21_3097.21	2412.53_2412.53
986	3889.19_3889.19	3048.79_3048.79	2293.59_2293.59
987	3877.76_3877.76	2985.25_2985.25	2254.39_2254.39
988	3945.34_3945.34	3188.18_3188.18	2369.02_2369.02
989	4016_4016	3107.08_3107.08	2655.46_2655.46
990	4049.9_4049.9	3290.71_3290.71	2465.6_2465.6
991	4070.67_4070.67	3202.06_3202.06	2389.38_2389.38
992	3879.33_3879.33	3021.59_3021.59	2503.27_2503.27
993	3862.28_3862.28	3090.66_3090.66	2376.59_2376.59
994	4040.44_4040.44	3319.2_3319.2	2635.74_2635.74
995	4035.2_4035.2	3276.84_3276.84	2410.99_2410.99
996	3922.15_3922.15	3108.43_3108.43	2448.84_2448.84
997	3904.03_3904.03	2966.9_2966.9	2254.77_2254.77
998	3967.99_3967.99	3240.47_3240.47	2293.4_2293.4
999	3907.44_3907.44	3077.39_3077.39	2516.51_2516.51
1000	4008.98_4008.98	3082.24_3082.24	2628.18_2628.18
1001	3969.24_3969.24	3120.88_3120.88	2520.02_2520.02
1002	3948.64_3948.64	3232.57_3232.57	2603.46_2603.46
1003	3922.09_3922.09	3086.04_3086.04	2523.94_2523.94
1004	3896.55_3896.55	3173.14_3173.14	2490.03_2490.03
1005	3943.45_3943.45	3174.95_3174.95	2484.63_2484.63
1006	3868.72_3868.72	3041.52_3041.52	2538.57_2538.57
1007	3880.81_3880.81	3223.18_3223.18	2532.03_2532.03
1008	3718.38_3718.38	3031.62_3031.62	2318.62_2318.62
1009	3876.4_3876.4	3063.26_3063.26	2249.97_2249.97
1010	3880.85_3880.85	3019.64_3019.64	2399.09_2399.09
1011	3963.36_3963.36	2851.41_2851.41	2230.06_2230.06
1012	3885.73_3885.73	2966.7_2966.7	2402.57_2402.57
1013	3846.78_3846.78	3077.88_3077.88	2545.64_2545.64
1014	3875.76_3875.76	2987.83_2987.83	2367.15_2367.15
1015	3953.77_3953.77	3090.21_3090.21	2314.55_2314.55
1016	3826.1_3826.1	3135.9_3135.9	2476.99_2476.99
1017	3670.92_3670.92	3000.94_3000.94	2310.86_2310.86
1018	3920.96_3920.96	3172.96_3172.96	2467.69_2467.69
1019	3922.56_3922.56	3130.77_3130.77	2398.32_2398.32
1020	3931.42_3931.42	3111.79_3111.79	2445.88_2445.88
1021	3930.84_3930.84	2971.28_2971.28	2302.74_2302.74
1022	3914.7_3914.7	3218.8_3218.8	2551.31_2551.31
1023	3943.81_3943.81	3217.54_3217.54	2366.5_2366.5
1024	3865.3_3865.3	3195.2_3195.2	2333.46_2333.46
1025	3893.69_3893.69	3020.08_3020.08	2535.05_2535.05
1026	4014.84_4014.84	3071.81_3071.81	2329.12_2329.12
1027	3937.79_3937.79	3161.76_3161.76	2500.2_2500.2
1028	3995.43_3995.43	3300.99_3300.99	2431.31_2431.31
1029	3931.74_3931.74	3087.48_3087.48	2391.89_2391.89
1030	3812.3_3812.3	2970.3_2970.3	2390.59_2390.59
1031	3758.8_3758.8	2977.12_2977.12	2328.66_2328.66
1032	3931.18_3931.18	3045.58_3045.58	2428.01_2428.01
1033	3926.15_3926.15	2968.91_2968.91	2387.72_2387.72
1034	4070.51_4070.51	3043.73_3043.73	2479.79_2479.79
1035	3982.5_3982.5	3118.4_3118.4	2372.75_2372.75
1036	3909.54_3909.54	3000.99_3000.99	2316.67_2316.67
1037	3904.54_3904.54	3015.19_3015.19	2315.57_2315.57
1038	3894.48_3894.48	3112.96_3112.96	2437.9_2437.9
1039	3913.78_3913.78	3115.67_3115.67	2583.51_2583.51
1040	3832.62_3832.62	3020.06_3020.06	2416.99_2416.99
1041	3952.19_3952.19	3118.53_3118.53	2442.42_2442.42
1042	3982.77_3982.77	3154.51_3154.51	2416.93_2416.93
1043	3940.63_3940.63	2973.69_2973.69	2391.36_2391.36
1044	3985.77_3985.77	3123.04_3123.04	2490.1_2490.1
1045	3873.7_3873.7	3220.78_3220.78	2465.31_2465.31
1046	3924.08_3924.08	2989.25_2989.25	2333.95_2333.95
1047	3923.59_3923.59	2963.06_2963.06	2442.05_2442.05
1048	3998.48_3998.48	3093.52_3093.52	2336.88_2336.88
1049	3978.26_3978.26	3032.24_3032.24	2344.06_2344.06
1050	3972.58_3972.58	3168.91_3168.91	2634.52_2634.52
1051	4041.37_4041.37	3214.33_3214.33	2590.58_2590.58
1052	4017.51_4017.51	3228.26_3228.26	2666.46_2666.46
1053	3953.79_3953.79	3162.37_3162.37	2339.41_2339.41
1054	3879.5_3879.5	3220.47_3220.47	2638.49_2638.49
1055	3848.98_3848.98	3161.41_3161.41	2471.4_2471.4
1056	3871.56_3871.56	3155.23_3155.23	2360.18_2360.18
1057	3996.41_3996.41	3192.3_3192.3	2418.54_2418.54
1058	3933.08_3933.08	3101.11_3101.11	2311.27_2311.27
1059	3923.6_3923.6	3111.25_3111.25	2224.65_2224.65
1060	3947.74_3947.74	3201.69_3201.69	2246.68_2246.68
1061	3883.83_3883.83	2994.7_2994.7	2368.01_2368.01
1062	3972.72_3972.72	3039.44_3039.44	2334.8_2334.8
1063	3804.52_3804.52	3031.64_3031.64	2214.56_2214.56
1064	3862.5_3862.5	3105.95_3105.95	2263.32_2263.32
1065	3913.36_3913.36	3142.93_3142.93	2420.76_2420.76
1066	3924.94_3924.94	3132.84_3132.84	2379.71_2379.71
1067	3873.55_3873.55	2886.99_2886.99	2405.48_2405.48
1068	3907.21_3907.21	3083.66_3083.66	2431.15_2431.15
1069	3976.13_3976.13	3165.14_3165.14	2355.43_2355.43
1070	3953.82_3953.82	3061.07_3061.07	2184.69_2184.69
1071	4006.22_4006.22	2922.62_2922.62	2351.95_2351.95
1072	3933.6_3933.6	3153.4_3153.4	2393.57_2393.57
1073	3816.59_3816.59	3010.06_3010.06	2195.52_2195.52
1074	3979.07_3979.07	3067.5_3067.5	2313.67_2313.67
1075	3851.76_3851.76	3118.81_3118.81	2349.58_2349.58
1076	3950.5_3950.5	3012.96_3012.96	2347.44_2347.44
1077	3862.43_3862.43	2958.2_2958.2	2542.03_2542.03
1078	3933.42_3933.42	3120.63_3120.63	2397.8_2397.8
1079	3902.9_3902.9	3155.83_3155.83	2506.65_2506.65
1080	3915.88_3915.88	3069.46_3069.46	2359.27_2359.27
1081	3906.5_3906.5	2873.7_2873.7	2304.96_2304.96
1082	3943.5_3943.5	3040.41_3040.41	2254.16_2254.16
1083	4011.72_4011.72	3287.67_3287.67	2473.39_2473.39
1084	4024.64_4024.64	3252.86_3252.86	2511.82_2511.82
1085	3975.5_3975.5	3127.8_3127.8	2539.01_2539.01
1086	3810.97_3810.97	3116.97_3116.97	2279.23_2279.23
1087	4072.89_4072.89	3244.32_3244.32	2344.71_2344.71
1088	3907.11_3907.11	3176.64_3176.64	2374.89_2374.89
1089	3824.19_3824.19	3026.57_3026.57	2447.96_2447.96
1090	4010.29_4010.29	2974.2_2974.2	2139.95_2139.95
1091	3935.22_3935.22	3064.59_3064.59	2492.29_2492.29
1092	3859.35_3859.35	3204.41_3204.41	2515.94_2515.94
1093	3938.76_3938.76	3132.96_3132.96	2603.22_2603.22
1094	3849.32_3849.32	3019.22_3019.22	2385.84_2385.84
1095	3991.19_3991.19	3154.17_3154.17	2433.19_2433.19
1096	3947.38_3947.38	3099.08_3099.08	2407.68_2407.68
1097	3878.54_3878.54	2926.67_2926.67	2375.93_2375.93
1098	4009.25_4009.25	3076.06_3076.06	2464.76_2464.76
1099	3964.98_3964.98	3218.41_3218.41	2534.8_2534.8
1100	3961.92_3961.92	3164.36_3164.36	2132.85_2132.85
1101	3935.91_3935.91	3180.85_3180.85	2409.08_2409.08
1102	3942.69_3942.69	3120.77_3120.77	2499.87_2499.87
1103	3903.58_3903.58	3110.52_3110.52	2485.74_2485.74
1104	3947.88_3947.88	3171.89_3171.89	2236.72_2236.72
1105	4046.33_4046.33	3091.79_3091.79	2486.03_2486.03
1106	3981.75_3981.75	3056.83_3056.83	2426.74_2426.74
1107	3958.35_3958.35	3134.84_3134.84	2598.57_2598.57
1108	3921.06_3921.06	3138.74_3138.74	2512.77_2512.77
1109	3937.33_3937.33	3163.97_3163.97	2486.31_2486.31
1110	3931.17_3931.17	3166.4_3166.4	2405.76_2405.76
1111	3932.85_3932.85	3215.31_3215.31	2464.54_2464.54
1112	3857.96_3857.96	3038.08_3038.08	2420.34_2420.34
1113	3906.08_3906.08	2878.33_2878.33	2233.59_2233.59
1114	3784.15_3784.15	3142.1_3142.1	2419.04_2419.04
1115	3892.95_3892.95	3171.73_3171.73	2398.26_2398.26
1116	3912.78_3912.78	3156.38_3156.38	2581.71_2581.71
1117	3852.2_3852.2	2983.68_2983.68	2213.33_2213.33
1118	3875.08_3875.08	3108.15_3108.15	2466.1_2466.1
1119	3874.28_3874.28	3218.41_3218.41	2168.23_2168.23
1120	3949.12_3949.12	3105.9_3105.9	2418.34_2418.34
1121	3893.17_3893.17	3079.28_3079.28	2304.48_2304.48
1122	3885.92_3885.92	3129.68_3129.68	2276.28_2276.28
1123	3877.9_3877.9	2956.08_2956.08	2364.57_2364.57
1124	3810.62_3810.62	3036.68_3036.68	2203.06_2203.06
1125	3870.18_3870.18	3004.41_3004.41	2230.03_2230.03
1126	3789.09_3789.09	2958.15_2958.15	2336.21_2336.21
1127	3976.32_3976.32	3197.98_3197.98	2524.21_2524.21
1128	3932.94_3932.94	3224.09_3224.09	2585.86_2585.86
1129	3950.55_3950.55	2948.69_2948.69	2337.37_2337.37
1130	3986.55_3986.55	3201.63_3201.63	2705.51_2705.51
