a	mrca_label_tsox	mrca_label_tsox_rdsr	mrca_label_tsox_soxCD
1723	3520.28_3520.28	2725.4_2725.4	2211.11_2211.11
1724	3504.74_3504.74	2721.64_2721.64	2130.41_2130.41
1725	3573.65_3573.65	2752.45_2752.45	2168.63_2168.63
1726	3505.82_3505.82	2701.53_2701.53	2158.77_2158.77
1727	3463.38_3463.38	2667.09_2667.09	2042.06_2042.06
1728	3411.05_3411.05	2655.99_2655.99	2053.15_2053.15
1729	3495.23_3495.23	2725.61_2725.61	2055.18_2055.18
1730	3446.5_3446.5	2697.52_2697.52	2059.49_2059.49
1731	3474.43_3474.43	2677.54_2677.54	2161.24_2161.24
1732	3594.42_3594.42	2756.39_2756.39	2130.75_2130.75
1733	3579.65_3579.65	2785.64_2785.64	2227.22_2227.22
1734	3602.98_3602.98	2844.17_2844.17	2285.8_2285.8
1735	3602.82_3602.82	2788.96_2788.96	2167.54_2167.54
1736	3532.32_3532.32	2816.82_2816.82	2157.81_2157.81
1737	3581.38_3581.38	2852.77_2852.77	2166.67_2166.67
1738	3482.74_3482.74	2789.95_2789.95	2047.35_2047.35
1739	3558.69_3558.69	2840.86_2840.86	2180.99_2180.99
1740	3534.02_3534.02	2778.31_2778.31	2053.89_2053.89
1741	3590.92_3590.92	2799.69_2799.69	2159.18_2159.18
1742	3505.08_3505.08	2715.94_2715.94	2082.15_2082.15
1743	3523.83_3523.83	2693.43_2693.43	2178.29_2178.29
1744	3578.54_3578.54	2754.19_2754.19	2115.69_2115.69
1745	3545.95_3545.95	2711.09_2711.09	2169.76_2169.76
1746	3590.37_3590.37	2715.65_2715.65	2151.08_2151.08
1747	3564.81_3564.81	2729.17_2729.17	2189.93_2189.93
1748	3550.11_3550.11	2714.06_2714.06	2178.9_2178.9
1749	3553.65_3553.65	2749.18_2749.18	2196.04_2196.04
1750	3618.92_3618.92	2785.09_2785.09	2219.25_2219.25
1751	3526_3526	2748.04_2748.04	2179.83_2179.83
1752	3534.66_3534.66	2728.1_2728.1	2105.41_2105.41
1753	3467.22_3467.22	2728.76_2728.76	2052.54_2052.54
1754	3544.71_3544.71	2817.77_2817.77	2235.52_2235.52
1755	3565.24_3565.24	2786.25_2786.25	2229.52_2229.52
1756	3511.06_3511.06	2717.8_2717.8	2153.56_2153.56
1757	3477.45_3477.45	2730.66_2730.66	2199.68_2199.68
1758	3515.18_3515.18	2781.62_2781.62	2237.84_2237.84
1759	3426.14_3426.14	2745.87_2745.87	2142.45_2142.45
1760	3545.73_3545.73	2763.93_2763.93	2269.14_2269.14
1761	3462.13_3462.13	2749.03_2749.03	2210.45_2210.45
1762	3447.78_3447.78	2719.11_2719.11	2089.47_2089.47
1763	3606.63_3606.63	2791.55_2791.55	2194.4_2194.4
1764	3457.42_3457.42	2689.26_2689.26	2012.22_2012.22
1765	3481.4_3481.4	2633.8_2633.8	1997.95_1997.95
1766	3495.05_3495.05	2707.37_2707.37	2018.48_2018.48
1767	3500.62_3500.62	2649.25_2649.25	2037.13_2037.13
1768	3529.51_3529.51	2691.68_2691.68	2059.03_2059.03
1769	3515.91_3515.91	2698.43_2698.43	2065.68_2065.68
1770	3481.86_3481.86	2669.08_2669.08	2119.33_2119.33
1771	3511.7_3511.7	2673.54_2673.54	1989.16_1989.16
1772	3514.37_3514.37	2639.91_2639.91	2001.47_2001.47
1773	3498.74_3498.74	2624.21_2624.21	1930.53_1930.53
1774	3504.08_3504.08	2635.48_2635.48	2062.28_2062.28
1775	3449.54_3449.54	2688.61_2688.61	2106.93_2106.93
1776	3403.04_3403.04	2699.07_2699.07	2047.86_2047.86
1777	3438.94_3438.94	2713.42_2713.42	2147.95_2147.95
1778	3493.06_3493.06	2664.81_2664.81	2097.95_2097.95
1779	3428.08_3428.08	2642.78_2642.78	2046.28_2046.28
1780	3450.6_3450.6	2659.18_2659.18	1991.61_1991.61
1781	3403.88_3403.88	2696.11_2696.11	2072.78_2072.78
1782	3427.2_3427.2	2710.39_2710.39	2037.19_2037.19
1783	3431.76_3431.76	2617.76_2617.76	1933.67_1933.67
1784	3416.42_3416.42	2632.72_2632.72	2023.17_2023.17
1785	3456.98_3456.98	2616.05_2616.05	1964.45_1964.45
1786	3471.74_3471.74	2615.2_2615.2	2001.68_2001.68
1787	3405.25_3405.25	2600.04_2600.04	1981.75_1981.75
1788	3461.02_3461.02	2646.45_2646.45	2047.32_2047.32
1789	3492.06_3492.06	2628.13_2628.13	2028_2028
1790	3483.67_3483.67	2603.47_2603.47	1945_1945
1791	3505.02_3505.02	2577.48_2577.48	1997.78_1997.78
1792	3474.88_3474.88	2628.52_2628.52	2017.11_2017.11
1793	3412.12_3412.12	2604.01_2604.01	2067.97_2067.97
1794	3458.7_3458.7	2679.68_2679.68	2150.42_2150.42
1795	3484.72_3484.72	2696.75_2696.75	2033.68_2033.68
1796	3506.04_3506.04	2709.41_2709.41	2090.09_2090.09
1797	3544.42_3544.42	2698.77_2698.77	2055.91_2055.91
1798	3471.84_3471.84	2653.23_2653.23	1989.03_1989.03
1799	3475.2_3475.2	2624.36_2624.36	1972.95_1972.95
1800	3459.18_3459.18	2541.91_2541.91	1883.44_1883.44
1801	3470.66_3470.66	2614.37_2614.37	1849.59_1849.59
1802	3464.02_3464.02	2647.91_2647.91	1841.75_1841.75
1803	3482.55_3482.55	2677.42_2677.42	1938.57_1938.57
1804	3467.94_3467.94	2663.25_2663.25	1921.63_1921.63
1805	3463.19_3463.19	2624.27_2624.27	2016.77_2016.77
1806	3446.61_3446.61	2649.4_2649.4	1905.09_1905.09
1807	3437.67_3437.67	2585.06_2585.06	1925.24_1925.24
1808	3448.22_3448.22	2602.5_2602.5	1924.12_1924.12
1809	3459.15_3459.15	2583.86_2583.86	1940.66_1940.66
1810	3530.67_3530.67	2657.73_2657.73	1925.79_1925.79
1811	3576.92_3576.92	2664.34_2664.34	1942.14_1942.14
1812	3607.44_3607.44	2647.17_2647.17	1960.46_1960.46
1813	3559.35_3559.35	2639.58_2639.58	1971.85_1971.85
1814	3524.9_3524.9	2567.61_2567.61	1961.43_1961.43
1815	3557.21_3557.21	2586.32_2586.32	2004.96_2004.96
1816	3506.25_3506.25	2602.75_2602.75	1887.12_1887.12
1817	3529.58_3529.58	2660.73_2660.73	1961.49_1961.49
1818	3571.49_3571.49	2600.29_2600.29	2007.38_2007.38
1819	3545.19_3545.19	2557.76_2557.76	1930.79_1930.79
1820	3627.8_3627.8	2610.91_2610.91	1931.53_1931.53
1821	3546.24_3546.24	2554.87_2554.87	1962.77_1962.77
1822	3543.72_3543.72	2595.16_2595.16	2057.52_2057.52
1823	3550.41_3550.41	2636.26_2636.26	1952.96_1952.96
1824	3645.04_3645.04	2776.66_2776.66	2018.93_2018.93
1825	3575.07_3575.07	2740.4_2740.4	2087.26_2087.26
1826	3563.99_3563.99	2708.11_2708.11	2080.3_2080.3
1827	3586.37_3586.37	2652.71_2652.71	2073.2_2073.2
1828	3543.12_3543.12	2620.4_2620.4	1954.39_1954.39
1829	3555.94_3555.94	2626.72_2626.72	1945.23_1945.23
1830	3569.71_3569.71	2600.38_2600.38	1890.9_1890.9
1831	3675.09_3675.09	2688.57_2688.57	2023.64_2023.64
1832	3664.71_3664.71	2690.43_2690.43	2029.27_2029.27
1833	3652.06_3652.06	2619.08_2619.08	2015.05_2015.05
1834	3615.06_3615.06	2626.37_2626.37	1901.42_1901.42
1835	3628.79_3628.79	2601.9_2601.9	1945.94_1945.94
1836	3550.79_3550.79	2590.93_2590.93	1991_1991
1837	3542.32_3542.32	2647.84_2647.84	2043.96_2043.96
1838	3560.14_3560.14	2678.77_2678.77	1964.59_1964.59
1839	3562.43_3562.43	2705.12_2705.12	2018.21_2018.21
1840	3532.48_3532.48	2656.06_2656.06	1999.04_1999.04
1841	3577.52_3577.52	2681.67_2681.67	1996.94_1996.94
1842	3599.58_3599.58	2680.99_2680.99	2086.27_2086.27
1843	3620_3620	2667_2667	2051.84_2051.84
1844	3556.62_3556.62	2641.37_2641.37	2090.44_2090.44
1845	3489.78_3489.78	2520.96_2520.96	1968.69_1968.69
1846	3544.39_3544.39	2589.73_2589.73	2028.03_2028.03
1847	3515.61_3515.61	2600.69_2600.69	2036.49_2036.49
1848	3523.66_3523.66	2615.63_2615.63	2061.1_2061.1
1849	3539.53_3539.53	2626.16_2626.16	2083.27_2083.27
1850	3556.11_3556.11	2540.35_2540.35	2055.12_2055.12
1851	3573.42_3573.42	2528.31_2528.31	2082.44_2082.44
1852	3456.73_3456.73	2467.07_2467.07	2008.68_2008.68
1853	3482.56_3482.56	2534.82_2534.82	2052.56_2052.56
1854	3458.22_3458.22	2497.99_2497.99	1993.19_1993.19
1855	3615.36_3615.36	2636.37_2636.37	1992.6_1992.6
1856	3461.11_3461.11	2558.02_2558.02	1946.55_1946.55
1857	3472.19_3472.19	2613.79_2613.79	1997.36_1997.36
1858	3463.69_3463.69	2604.34_2604.34	2002.32_2002.32
1859	3459.92_3459.92	2600.8_2600.8	1921.41_1921.41
1860	3456.02_3456.02	2539.74_2539.74	1962.45_1962.45
1861	3540.9_3540.9	2579.18_2579.18	2012.73_2012.73
1862	3516.83_3516.83	2573_2573	2049.78_2049.78
1863	3563.19_3563.19	2591.13_2591.13	2023.36_2023.36
1864	3551.83_3551.83	2633.87_2633.87	2003.46_2003.46
1865	3521.98_3521.98	2601.58_2601.58	2054.26_2054.26
1866	3484.25_3484.25	2585.52_2585.52	1975.2_1975.2
1867	3470.22_3470.22	2573.83_2573.83	1927.41_1927.41
1868	3418.37_3418.37	2529.41_2529.41	1835.68_1835.68
1869	3463.83_3463.83	2587.15_2587.15	1952.38_1952.38
1870	3418.91_3418.91	2563.58_2563.58	1919.4_1919.4
1871	3431.54_3431.54	2553.19_2553.19	1958.62_1958.62
1872	3577.04_3577.04	2630.81_2630.81	1957.44_1957.44
1873	3424.86_3424.86	2532.44_2532.44	1909.9_1909.9
1874	3472.15_3472.15	2520.54_2520.54	2033.64_2033.64
1875	3402.77_3402.77	2528.56_2528.56	2019.91_2019.91
1876	3532.09_3532.09	2597.99_2597.99	2059.29_2059.29
1877	3604.64_3604.64	2639.81_2639.81	2071.93_2071.93
1878	3543.28_3543.28	2643.04_2643.04	2053.7_2053.7
1879	3438.86_3438.86	2571.53_2571.53	2045.54_2045.54
1880	3449.4_3449.4	2552.68_2552.68	1963.55_1963.55
1881	3499.61_3499.61	2542.12_2542.12	1966.33_1966.33
1882	3494.72_3494.72	2602.35_2602.35	1967.9_1967.9
1883	3507.99_3507.99	2580.31_2580.31	1942.34_1942.34
1884	3520.31_3520.31	2572.26_2572.26	1989.97_1989.97
1885	3531.61_3531.61	2603.14_2603.14	1966.56_1966.56
1886	3514.57_3514.57	2665.02_2665.02	1962.4_1962.4
1887	3534.04_3534.04	2685.09_2685.09	2044.93_2044.93
1888	3566.55_3566.55	2657.47_2657.47	2018.26_2018.26
1889	3562.12_3562.12	2663.72_2663.72	2018.5_2018.5
1890	3603.9_3603.9	2722.16_2722.16	2029.61_2029.61
1891	3553.2_3553.2	2644.19_2644.19	2001.08_2001.08
1892	3580.73_3580.73	2721.51_2721.51	2033.7_2033.7
1893	3564.99_3564.99	2678.97_2678.97	2056.17_2056.17
1894	3532.53_3532.53	2671.73_2671.73	1999.11_1999.11
1895	3578.53_3578.53	2706.49_2706.49	2015.61_2015.61
1896	3585.56_3585.56	2698.98_2698.98	1960.93_1960.93
1897	3518.14_3518.14	2652.74_2652.74	1937.07_1937.07
1898	3647.14_3647.14	2726.41_2726.41	1981.25_1981.25
1899	3655.88_3655.88	2739.24_2739.24	2025.86_2025.86
1900	3609.64_3609.64	2759.33_2759.33	2070.85_2070.85
1901	3609.55_3609.55	2736.54_2736.54	2128.37_2128.37
1902	3504.73_3504.73	2620.84_2620.84	2063.88_2063.88
1903	3430.79_3430.79	2589.06_2589.06	2063_2063
1904	3368.46_3368.46	2588.93_2588.93	2022.42_2022.42
1905	3392.34_3392.34	2579.74_2579.74	2005.49_2005.49
1906	3426.05_3426.05	2589.12_2589.12	1979.6_1979.6
1907	3471.38_3471.38	2571_2571	2078.51_2078.51
1908	3436.71_3436.71	2608.14_2608.14	2035.27_2035.27
1909	3350.02_3350.02	2527.69_2527.69	1987.57_1987.57
1910	3383.93_3383.93	2536.76_2536.76	2065.9_2065.9
1911	3379.88_3379.88	2531.18_2531.18	2079.97_2079.97
1912	3415.81_3415.81	2626.6_2626.6	2073.7_2073.7
1913	3416.14_3416.14	2578.49_2578.49	2049.41_2049.41
1914	3422.52_3422.52	2571.53_2571.53	2115.72_2115.72
1915	3303.55_3303.55	2503.4_2503.4	2005.86_2005.86
1916	3327.92_3327.92	2503.73_2503.73	1986.15_1986.15
1917	3407.36_3407.36	2511.37_2511.37	2002.64_2002.64
1918	3434.72_3434.72	2544.2_2544.2	1990.85_1990.85
1919	3427.07_3427.07	2595.65_2595.65	1996.61_1996.61
1920	3423.94_3423.94	2533.71_2533.71	1986.27_1986.27
1921	3463.67_3463.67	2551.53_2551.53	2014.09_2014.09
1922	3467.86_3467.86	2533.81_2533.81	1928.51_1928.51
1923	3521.13_3521.13	2603.57_2603.57	1956.42_1956.42
1924	3527.63_3527.63	2642.55_2642.55	2018.2_2018.2
1925	3489.11_3489.11	2550.32_2550.32	1955.25_1955.25
1926	3445.86_3445.86	2592.11_2592.11	1992.97_1992.97
1927	3462.74_3462.74	2638.51_2638.51	2005.44_2005.44
1928	3479.32_3479.32	2598.61_2598.61	1959.65_1959.65
1929	3487.01_3487.01	2597.59_2597.59	1890.54_1890.54
1930	3528.08_3528.08	2656.61_2656.61	1936.68_1936.68
1931	3421.62_3421.62	2556.13_2556.13	1933.61_1933.61
1932	3376.6_3376.6	2534.39_2534.39	1884.81_1884.81
1933	3430.44_3430.44	2543.41_2543.41	1899.82_1899.82
1934	3437.05_3437.05	2540.27_2540.27	1847.65_1847.65
1935	3433.35_3433.35	2543.92_2543.92	1913.88_1913.88
1936	3431.37_3431.37	2535.59_2535.59	1919.34_1919.34
1937	3408.77_3408.77	2557.48_2557.48	1974.53_1974.53
1938	3403.58_3403.58	2543.72_2543.72	1928.32_1928.32
1939	3405.44_3405.44	2590.48_2590.48	1929.25_1929.25
1940	3479.84_3479.84	2580.56_2580.56	1853.17_1853.17
1941	3502.76_3502.76	2603.44_2603.44	1837.26_1837.26
1942	3449.25_3449.25	2566.06_2566.06	1856.47_1856.47
1943	3498.33_3498.33	2532.72_2532.72	1820_1820
1944	3521.53_3521.53	2601.29_2601.29	1806.41_1806.41
1945	3558.44_3558.44	2610.5_2610.5	1917.25_1917.25
1946	3530.72_3530.72	2590.1_2590.1	2006.91_2006.91
1947	3482.21_3482.21	2544.23_2544.23	1920.4_1920.4
1948	3431.08_3431.08	2529.71_2529.71	1878.57_1878.57
1949	3505.8_3505.8	2551.38_2551.38	1937.59_1937.59
1950	3519.66_3519.66	2546.89_2546.89	1846.22_1846.22
